Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections, Dengue, Current week","Dengue virus infections, Dengue, Current week, flag","Dengue virus infections, Dengue, Previous 52 weeks Max†","Dengue virus infections, Dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue, Cum 2021†","Dengue virus infections, Dengue, Cum 2021†, flag","Dengue virus infections, Dengue, Cum 2020†","Dengue virus infections, Dengue, Cum 2020†, flag","Dengue virus infections, Dengue-like illness, Current week","Dengue virus infections, Dengue-like illness, Current week, flag","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue-like illness, Cum 2021†","Dengue virus infections, Dengue-like illness, Cum 2021†, flag","Dengue virus infections, Dengue-like illness, Cum 2020†","Dengue virus infections, Dengue-like illness, Cum 2020†, flag","Dengue virus infections, Severe dengue, Current week","Dengue virus infections, Severe dengue, Current week, flag","Dengue virus infections, Severe dengue, Previous 52 weeks Max†","Dengue virus infections, Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Severe dengue,  Cum 2021†","Dengue virus infections, Severe dengue,  Cum 2021†, flag","Dengue virus infections, Severe dengue,  Cum 2020†","Dengue virus infections, Severe dengue, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
TOTAL,2021,22,,-,42,,219,,395,,,-,7,,40,,31,,,-,3,,15,,9,,,TOTAL,20212270,
US RESIDENTS,2021,22,,-,20,,15,,177,,,-,1,,1,,4,,,-,1,,,-,,-,,US RESIDENTS,20212201,
NEW HAMPSHIRE,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20212206,POINT (-71.57139 43.680429)
NEW YORK,2021,22,,-,1,,,-,9,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20212211,POINT (-75.59655 42.921241)
PACIFIC,2021,22,,-,4,,1,,43,,,-,0,,,-,1,,,-,0,,,-,,-,,PACIFIC,20212257,
WEST SOUTH CENTRAL,2021,22,,-,13,,3,,12,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20212243,
NEBRASKA,2021,22,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20212225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,22,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20212238,
NORTH DAKOTA,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20212226,POINT (-100.46931 47.446305)
NEVADA,2021,22,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20212253,POINT (-114.916992 39.283294)
ILLINOIS,2021,22,,-,1,,,-,6,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20212215,POINT (-89.148632 40.124144)
TOTAL,2021,12,,-,41,,143,,290,,,-,7,,24,,20,,,-,3,,9,,7,,,TOTAL,20211270,
US RESIDENTS,2021,12,,-,19,,8,,146,,,-,1,,1,,4,,,-,1,,,-,,-,,US RESIDENTS,20211201,
NEW HAMPSHIRE,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20211206,POINT (-71.57139 43.680429)
NEW YORK,2021,12,,-,1,,,-,6,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20211211,POINT (-75.59655 42.921241)
PACIFIC,2021,12,,-,4,,,-,42,,,-,0,,,-,1,,,-,0,,,-,,-,,PACIFIC,20211257,
WEST SOUTH CENTRAL,2021,12,,-,13,,1,,11,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20211243,
NEBRASKA,2021,12,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20211225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,12,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20211238,
NORTH DAKOTA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20211226,POINT (-100.46931 47.446305)
NEVADA,2021,12,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20211253,POINT (-114.916992 39.283294)
ILLINOIS,2021,12,,-,1,,,-,6,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20211215,POINT (-89.148632 40.124144)
IOWA,2021,12,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20211221,POINT (-93.500061 42.074659)
TEXAS,2021,12,,-,13,,1,,7,,,-,1,,,-,,-,,-,0,,,-,,-,TEXAS,,20211247,POINT (-99.317341 31.447238)
ALASKA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20211258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,12,,-,0,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211230,POINT (-77.016275 38.904785)
WASHINGTON,2021,12,,-,1,,,-,3,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20211262,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,12,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20211202,
RHODE ISLAND,2021,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20211207,POINT (-71.534637 41.572574)
OREGON,2021,12,,-,2,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20211261,POINT (-120.605279 43.940449)
DELAWARE,2021,12,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20211229,POINT (-75.452394 38.994926)
ALABAMA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20211239,POINT (-86.844516 32.756889)
KANSAS,2021,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20211222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,12,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20211234,POINT (-79.130883 35.52603)
GUAM,2021,12,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211266,POINT (144.653198 13.3532)
NEW JERSEY,2021,12,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20211210,POINT (-74.655514 40.110253)
NEW MEXICO,2021,12,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20211254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,12,,-,1,,1,,17,,,-,0,,,-,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20211214,
IOWA,2021,22,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20212221,POINT (-93.500061 42.074659)
TEXAS,2021,22,,-,13,,2,,8,,,-,1,,,-,,-,,-,0,,,-,,-,TEXAS,,20212247,POINT (-99.317341 31.447238)
ALASKA,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20212258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,22,,-,0,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20212230,POINT (-77.016275 38.904785)
WASHINGTON,2021,22,,-,1,,,-,4,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20212262,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,22,,-,1,,1,,11,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20212202,
RHODE ISLAND,2021,22,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20212207,POINT (-71.534637 41.572574)
NEW ENGLAND,2021,17,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20211702,
TENNESSEE,2021,12,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20211242,POINT (-86.343226 35.842998)
CONNECTICUT,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20211203,POINT (-72.738288 41.575155)
MARYLAND,2021,12,,-,0,,,-,2,,,-,1,,,-,,-,,-,0,,,-,,-,MARYLAND,,20211233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20211235,POINT (-80.864614 33.878572)
OKLAHOMA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20211246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211265,POINT (145.725693 15.1834)
OHIO,2021,12,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20211218,POINT (-82.70936 40.415534)
MINNESOTA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20211223,POINT (-94.198308 46.349153)
LOUISIANA,2021,12,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20211245,POINT (-91.840238 30.921314)
HAWAII,2021,12,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20211260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,12,,-,15,,3,,36,,,-,1,,,-,2,,,-,0,,,-,,-,,SOUTH ATLANTIC,20211228,
PENNSYLVANIA,2021,12,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20211213,POINT (-77.838886 40.896694)
UTAH,2021,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20211255,POINT (-111.678222 39.323779)
COLORADO,2021,12,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20211250,POINT (-105.547832 38.998552)
VERMONT,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20211208,POINT (-72.662695 44.075252)
KENTUCKY,2021,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20211240,POINT (-85.290484 37.526683)
PUERTO RICO,2021,12,,-,30,,135,,142,,,-,7,,23,,16,,,-,3,,9,,7,,PUERTO RICO,,20211267,POINT (-66.414655 18.215692)
MAINE,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20211204,POINT (-69.06137 45.117911)
VIRGINIA,2021,12,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20211236,POINT (-78.666382 37.510861)
ARIZONA,2021,12,,-,1,,1,,3,,,-,1,,1,,,-,,-,0,,,-,,-,ARIZONA,,20211249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211264,
WISCONSIN,2021,12,,-,1,,,-,6,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20211219,POINT (-89.732969 44.639954)
IDAHO,2021,12,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20211251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211268,POINT (-64.840836 18.060868)
MICHIGAN,2021,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20211217,POINT (-85.730977 44.874798)
GEORGIA,2021,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20211232,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20211212,
ARKANSAS,2021,12,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20211244,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20211241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,12,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20211227,POINT (-100.230491 44.43614)
WYOMING,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20211256,POINT (-107.55145 42.999627)
MISSOURI,2021,12,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20211224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,12,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20211209,
CALIFORNIA,2021,12,,-,4,,,-,30,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20211259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20211237,POINT (-80.613729 38.642579)
FLORIDA,2021,12,,-,15,,3,,24,,,-,0,,,-,1,,,-,0,,,-,,-,FLORIDA,,20211231,POINT (-82.420978 28.260731)
MONTANA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20211252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,12,,-,2,,2,,7,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20211220,
MASSACHUSETTS,2021,12,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20211205,POINT (-71.481104 42.151077)
MOUNTAIN,2021,12,,-,1,,1,,9,,,-,1,,1,,1,,,-,0,,,-,,-,,MOUNTAIN,20211248,
INDIANA,2021,12,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20211216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20211269,
US TERRITORIES,2021,12,,-,30,,135,,144,,,-,7,,23,,16,,,-,3,,9,,7,,,US TERRITORIES,20211263,
US RESIDENTS,2021,13,,-,20,,8,,166,,,-,1,,1,,4,,,-,1,,,-,,-,,US RESIDENTS,20211301,
NEW ENGLAND,2021,13,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20211302,
CONNECTICUT,2021,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20211303,POINT (-72.738288 41.575155)
MAINE,2021,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20211304,POINT (-69.06137 45.117911)
MASSACHUSETTS,2021,13,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20211305,POINT (-71.481104 42.151077)
NEW HAMPSHIRE,2021,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20211306,POINT (-71.57139 43.680429)
RHODE ISLAND,2021,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20211307,POINT (-71.534637 41.572574)
VERMONT,2021,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20211308,POINT (-72.662695 44.075252)
MIDDLE ATLANTIC,2021,13,,-,2,,,-,30,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20211309,
NEW JERSEY,2021,13,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20211310,POINT (-74.655514 40.110253)
NEW YORK,2021,13,,-,1,,,-,7,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20211311,POINT (-75.59655 42.921241)
NEW YORK CITY,2021,13,,-,2,,,-,18,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20211312,
PENNSYLVANIA,2021,13,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20211313,POINT (-77.838886 40.896694)
EAST NORTH CENTRAL,2021,13,,-,1,,1,,17,,,-,0,,,-,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20211314,
ILLINOIS,2021,13,,-,1,,,-,6,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20211315,POINT (-89.148632 40.124144)
INDIANA,2021,13,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20211316,POINT (-86.2818 39.919991)
MICHIGAN,2021,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20211317,POINT (-85.730977 44.874798)
OHIO,2021,13,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20211318,POINT (-82.70936 40.415534)
WISCONSIN,2021,13,,-,1,,,-,6,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20211319,POINT (-89.732969 44.639954)
WEST NORTH CENTRAL,2021,13,,-,2,,2,,7,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20211320,
IOWA,2021,13,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20211321,POINT (-93.500061 42.074659)
KANSAS,2021,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20211322,POINT (-98.38018 38.484729)
MINNESOTA,2021,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20211323,POINT (-94.198308 46.349153)
MISSOURI,2021,13,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20211324,POINT (-92.477244 38.3675)
NEBRASKA,2021,13,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20211325,POINT (-99.810595 41.527099)
NORTH DAKOTA,2021,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20211326,POINT (-100.46931 47.446305)
SOUTH DAKOTA,2021,13,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20211327,POINT (-100.230491 44.43614)
SOUTH ATLANTIC,2021,13,,-,15,,3,,36,,,-,1,,,-,2,,,-,0,,,-,,-,,SOUTH ATLANTIC,20211328,
DELAWARE,2021,13,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20211329,POINT (-75.452394 38.994926)
DISTRICT OF COLUMBIA,2021,13,,-,0,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211330,POINT (-77.016275 38.904785)
FLORIDA,2021,13,,-,15,,3,,24,,,-,0,,,-,1,,,-,0,,,-,,-,FLORIDA,,20211331,POINT (-82.420978 28.260731)
GEORGIA,2021,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20211332,POINT (-83.426574 32.638481)
MARYLAND,2021,13,,-,0,,,-,2,,,-,1,,,-,,-,,-,0,,,-,,-,MARYLAND,,20211333,POINT (-76.687282 38.946466)
NORTH CAROLINA,2021,13,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20211334,POINT (-79.130883 35.52603)
SOUTH CAROLINA,2021,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20211335,POINT (-80.864614 33.878572)
VIRGINIA,2021,13,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20211336,POINT (-78.666382 37.510861)
WEST VIRGINIA,2021,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20211337,POINT (-80.613729 38.642579)
TOTAL,2021,14,,-,42,,172,,324,,,-,7,,32,,22,,,-,3,,10,,7,,,TOTAL,20211470,
PACIFIC,2021,14,,-,4,,,-,43,,,-,0,,,-,1,,,-,0,,,-,,-,,PACIFIC,20211457,
WEST SOUTH CENTRAL,2021,14,,-,13,,2,,11,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20211443,
EAST SOUTH CENTRAL,2021,14,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20211438,
NEVADA,2021,14,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20211453,POINT (-114.916992 39.283294)
TEXAS,2021,14,,-,13,,2,,7,,,-,1,,,-,,-,,-,0,,,-,,-,TEXAS,,20211447,POINT (-99.317341 31.447238)
ALASKA,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20211458,POINT (-151.631889 63.631126)
AMERICAN SAMOA,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211464,
EAST SOUTH CENTRAL,2021,13,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20211338,
ALABAMA,2021,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20211339,POINT (-86.844516 32.756889)
KENTUCKY,2021,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20211340,POINT (-85.290484 37.526683)
MISSISSIPPI,2021,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20211341,POINT (-89.65344 32.713378)
TENNESSEE,2021,13,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20211342,POINT (-86.343226 35.842998)
NEW HAMPSHIRE,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20211406,POINT (-71.57139 43.680429)
NEW YORK,2021,14,,-,1,,,-,8,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20211411,POINT (-75.59655 42.921241)
NEBRASKA,2021,14,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20211425,POINT (-99.810595 41.527099)
NORTH DAKOTA,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20211426,POINT (-100.46931 47.446305)
ILLINOIS,2021,14,,-,1,,,-,6,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20211415,POINT (-89.148632 40.124144)
IOWA,2021,14,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20211421,POINT (-93.500061 42.074659)
DISTRICT OF COLUMBIA,2021,14,,-,0,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211430,POINT (-77.016275 38.904785)
WASHINGTON,2021,14,,-,1,,,-,4,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20211462,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,14,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20211402,
RHODE ISLAND,2021,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20211407,POINT (-71.534637 41.572574)
OREGON,2021,14,,-,2,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20211461,POINT (-120.605279 43.940449)
DELAWARE,2021,14,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20211429,POINT (-75.452394 38.994926)
ALABAMA,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20211439,POINT (-86.844516 32.756889)
KANSAS,2021,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20211422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,14,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20211434,POINT (-79.130883 35.52603)
GUAM,2021,14,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211466,POINT (144.653198 13.3532)
NEW JERSEY,2021,14,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20211410,POINT (-74.655514 40.110253)
NEW MEXICO,2021,14,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20211454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,14,,-,1,,1,,17,,,-,0,,,-,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20211414,
TENNESSEE,2021,14,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20211442,POINT (-86.343226 35.842998)
CONNECTICUT,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20211403,POINT (-72.738288 41.575155)
MARYLAND,2021,14,,-,0,,,-,2,,,-,1,,,-,,-,,-,0,,,-,,-,MARYLAND,,20211433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20211435,POINT (-80.864614 33.878572)
OKLAHOMA,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20211446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211465,POINT (145.725693 15.1834)
OHIO,2021,14,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20211418,POINT (-82.70936 40.415534)
MINNESOTA,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20211423,POINT (-94.198308 46.349153)
LOUISIANA,2021,14,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20211445,POINT (-91.840238 30.921314)
HAWAII,2021,14,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20211460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,14,,-,15,,3,,36,,,-,1,,,-,2,,,-,0,,,-,,-,,SOUTH ATLANTIC,20211428,
PENNSYLVANIA,2021,14,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20211413,POINT (-77.838886 40.896694)
UTAH,2021,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20211455,POINT (-111.678222 39.323779)
COLORADO,2021,14,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20211450,POINT (-105.547832 38.998552)
VERMONT,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20211408,POINT (-72.662695 44.075252)
