Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections§ , Dengue, Current week","Dengue virus infections§ , Dengue, Current week, flag ","Dengue virus infections§ , Dengue, Previous 52 weeks Max†","Dengue virus infections§ , Dengue, Previous 52 weeks Max†, flag","Dengue virus infections§ , Dengue, Cum 2019†","Dengue virus infections§ , Dengue, Cum 2019†, flag","Dengue virus infections§ , Dengue, Cum 2018†","Dengue virus infections§ , Dengue, Cum 2018†, flag","Dengue virus infections§ s, Dengue-like illness, Current week","Dengue virus infections§ , Dengue-like illness, Current week, flag ","Dengue virus infections§ , Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections§ , Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections§ , Dengue-like illness, Cum 2019†","Dengue virus infections§ , Dengue-like illness, Cum 2019†, flag","Dengue virus infections§ , Dengue-like illness, Cum 2018†","Dengue virus infections§ , Dengue-like illness, Cum 2018†, flag","Dengue virus infections§ , Severe dengue, Current week","Dengue virus infections§ , Severe dengue, Current week, flag","Dengue virus infections§ , Severe dengue, Previous 52 weeks Max†","Dengue virus infections§ , Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections§ , Severe dengue,  Cum 2019†","Dengue virus infections§ , Severe dengue,  Cum 2019†, flag","Dengue virus infections§ , Severe dengue,  Cum 2018†","Dengue virus infections§ , Severe dengue, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
SOUTH ATLANTIC,2019,10,,-,12,,27,,6,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC,20191028
WISCONSIN,2019,10,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191019
UTAH,2019,10,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191055
NEW MEXICO,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191054
DELAWARE,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191029
NEW ENGLAND,2019,10,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20191002
MISSOURI,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20191024
GUAM,2019,10,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191066
MICHIGAN,2019,10,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20191017
LOUISIANA,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191045
NEW YORK,2019,10,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20191011
VIRGINIA,2019,10,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191036
MONTANA,2019,10,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191052
IDAHO,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191051
TEXAS,2019,10,,-,3,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20191047
HAWAII,2019,10,,-,2,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191060
NON-US RESIDENTS,2019,10,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191069
OREGON,2019,10,,-,1,,2,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"OREGON
(43.940449, -120.605279)",,20191061
OHIO,2019,10,,-,2,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191018
NORTH DAKOTA,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191026
FLORIDA,2019,10,,-,9,,19,,2,,,-,1,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20191031
CALIFORNIA,2019,10,,-,7,,6,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20191059
SOUTH DAKOTA,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191027
ILLINOIS,2019,10,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20191015
NORTHERN MARIANA ISLANDS,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191065
PUERTO RICO,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191067
MAINE,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191004
MASSACHUSETTS,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191005
MARYLAND,2019,10,,-,2,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20191033
WYOMING,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191056
KANSAS,2019,10,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20191022
EAST NORTH CENTRAL,2019,10,,-,4,,4,,4,,,-,1,,1,,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20191014
GEORGIA,2019,10,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191032
TENNESSEE,2019,10,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191042
MINNESOTA,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191023
INDIANA,2019,10,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191016
MIDDLE ATLANTIC,2019,10,,-,5,,4,,6,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20191009
EAST SOUTH CENTRAL,2019,10,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20191038
ALABAMA,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191039
WASHINGTON,2019,10,,-,2,,3,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20191062
PACIFIC,2019,10,,-,7,,12,,15,,,-,0,,,-,,-,,-,1,,,-,,-,,PACIFIC,20191057
NORTH CAROLINA,2019,10,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191034
U.S. VIRGIN ISLANDS,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191068
NEW ENGLAND,2019,11,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20191102
NEBRASKA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20191125
SOUTH ATLANTIC,2019,11,,-,12,,27,,6,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC,20191128
INDIANA,2019,11,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191116
SOUTH CAROLINA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191135
DELAWARE,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191129
US TERRITORIES,2019,11,,-,24,,,-,151,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191163
ILLINOIS,2019,11,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20191115
WISCONSIN,2019,11,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191119
OHIO,2019,11,,-,2,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191118
IOWA,2019,11,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20191121
NORTHERN MARIANA ISLANDS,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191165
TEXAS,2019,11,,-,3,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20191147
MARYLAND,2019,11,,-,2,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20191133
PUERTO RICO,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191167
MISSOURI,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20191124
MAINE,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191104
MICHIGAN,2019,11,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20191117
ARIZONA,2019,11,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20191149
US RESIDENTS,2019,11,,-,21,,58,,34,,,-,1,,1,,1,,,-,1,,,-,,-,,US RESIDENTS,20191101
EAST SOUTH CENTRAL,2019,11,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20191138
CALIFORNIA,2019,11,,-,7,,6,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20191159
GEORGIA,2019,11,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191132
WASHINGTON,2019,11,,-,2,,5,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20191162
PACIFIC,2019,11,,-,7,,15,,16,,,-,0,,,-,,-,,-,1,,,-,,-,,PACIFIC,20191157
NEW YORK CITY,2019,11,,-,3,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20191112
TOTAL,2019,11,,-,41,,58,,185,,,-,1,,1,,1,,,-,1,,,-,,-,,TOTAL,20191170
COLORADO,2019,11,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20191150
WEST NORTH CENTRAL,2019,11,,-,5,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20191120
WEST SOUTH CENTRAL,2019,11,,-,3,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20191143
AMERICAN SAMOA,2019,11,,-,24,,,-,150,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20191164
NEW YORK,2019,11,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20191111
FLORIDA,2019,11,,-,9,,19,,2,,,-,1,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20191131
VERMONT,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191108
IDAHO,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191151
MOUNTAIN,2019,11,,-,2,,2,,1,,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN,20191148
KANSAS,2019,11,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20191122
TENNESSEE,2019,11,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191142
MONTANA,2019,11,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191152
CONNECTICUT,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20191103
ALABAMA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191139
NEW HAMPSHIRE,2019,11,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191106
LOUISIANA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191145
ALASKA,2019,11,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191158
MISSISSIPPI,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191141
HAWAII,2019,11,,-,2,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191160
NEW JERSEY,2019,11,,-,5,,5,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20191110
OKLAHOMA,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20191146
WEST VIRGINIA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191137
SOUTH DAKOTA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191127
VIRGINIA,2019,11,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191136
MINNESOTA,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191123
EAST NORTH CENTRAL,2019,11,,-,4,,4,,4,,,-,1,,1,,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20191114
KENTUCKY,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191140
UTAH,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191155
PENNSYLVANIA,2019,11,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20191113
MIDDLE ATLANTIC,2019,11,,-,5,,6,,6,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20191109
NORTH CAROLINA,2019,11,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191134
NORTH DAKOTA,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191126
ARKANSAS,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20191144
NEVADA,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20191153
NON-US RESIDENTS,2019,11,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191169
NEW MEXICO,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191154
DISTRICT OF COLUMBIA,2019,11,,-,1,,,-,1,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191130
U.S. VIRGIN ISLANDS,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191168
GUAM,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191166
OREGON,2019,11,,-,1,,3,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"OREGON
(43.940449, -120.605279)",,20191161
WYOMING,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191156
MASSACHUSETTS,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191105
RHODE ISLAND,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191107
NORTHERN MARIANA ISLANDS,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191265
U.S. VIRGIN ISLANDS,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191268
DISTRICT OF COLUMBIA,2019,12,,-,1,,,-,1,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191230
GEORGIA,2019,12,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191232
TENNESSEE,2019,12,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191242
ARIZONA,2019,12,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20191249
PUERTO RICO,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191267
MOUNTAIN,2019,12,,-,2,,2,,1,,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN,20191248
UTAH,2019,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191255
NEW MEXICO,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191254
NON-US RESIDENTS,2019,12,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191269
NEW HAMPSHIRE,2019,12,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191206
MINNESOTA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191223
MONTANA,2019,12,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191252
AMERICAN SAMOA,2019,12,,-,24,,,-,150,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20191264
PENNSYLVANIA,2019,12,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20191213
SOUTH CAROLINA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191235
NEW YORK,2019,12,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20191211
NEVADA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20191253
CONNECTICUT,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20191203
INDIANA,2019,12,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191216
SOUTH ATLANTIC,2019,12,,-,12,,27,,6,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC,20191228
MAINE,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191204
MICHIGAN,2019,12,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20191217
ALABAMA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191239
HAWAII,2019,12,,-,2,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191260
US TERRITORIES,2019,12,,-,24,,,-,151,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191263
WEST SOUTH CENTRAL,2019,12,,-,3,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20191243
WEST VIRGINIA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191237
TOTAL,2019,12,,-,41,,61,,186,,,-,1,,1,,1,,,-,1,,,-,,-,,TOTAL,20191270
SOUTH DAKOTA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191227
KENTUCKY,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191240
COLORADO,2019,12,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20191250
OREGON,2019,12,,-,1,,2,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"OREGON
(43.940449, -120.605279)",,20191261
WYOMING,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191256
MASSACHUSETTS,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191205
ALASKA,2019,12,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191258
EAST SOUTH CENTRAL,2019,12,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20191238
NORTH CAROLINA,2019,12,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191234
FLORIDA,2019,12,,-,9,,19,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20191231
WEST NORTH CENTRAL,2019,12,,-,5,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20191220
DELAWARE,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191229
VIRGINIA,2019,12,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191236
EAST NORTH CENTRAL,2019,12,,-,4,,5,,4,,,-,1,,1,,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20191214
LOUISIANA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191245
NORTH DAKOTA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191226
OKLAHOMA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20191246
IDAHO,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191251
MISSISSIPPI,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191241
ILLINOIS,2019,12,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20191215
WISCONSIN,2019,12,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191219
MARYLAND,2019,12,,-,2,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20191233
GUAM,2019,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191266
MIDDLE ATLANTIC,2019,12,,-,5,,8,,6,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20191209
OHIO,2019,12,,-,2,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191218
US RESIDENTS,2019,12,,-,21,,61,,35,,,-,1,,1,,1,,,-,1,,,-,,-,,US RESIDENTS,20191201
KANSAS,2019,12,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20191222
MISSOURI,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20191224
CALIFORNIA,2019,12,,-,7,,6,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20191259
NEW ENGLAND,2019,12,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20191202
NEW JERSEY,2019,12,,-,5,,6,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20191210
NEW YORK CITY,2019,12,,-,3,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20191212
TEXAS,2019,12,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20191247
PACIFIC,2019,12,,-,7,,14,,16,,,-,0,,,-,,-,,-,1,,,-,,-,,PACIFIC,20191257
