Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections, Dengue, Current week","Dengue virus infections, Dengue, Current week, flag","Dengue virus infections, Dengue, Previous 52 weeks Max†","Dengue virus infections, Dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue, Cum 2022†","Dengue virus infections, Dengue, Cum 2022†, flag","Dengue virus infections, Dengue, Cum 2021†","Dengue virus infections, Dengue, Cum 2021†, flag","Dengue virus infections, Dengue-like illness, Current week","Dengue virus infections, Dengue-like illness, Current week, flag","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue-like illness, Cum 2022†","Dengue virus infections, Dengue-like illness, Cum 2022†, flag","Dengue virus infections, Dengue-like illness, Cum 2021†","Dengue virus infections, Dengue-like illness, Cum 2021†, flag","Dengue virus infections, Severe dengue, Current week","Dengue virus infections, Severe dengue, Current week, flag","Dengue virus infections, Severe dengue, Previous 52 weeks Max†","Dengue virus infections, Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Severe dengue,  Cum 2022†","Dengue virus infections, Severe dengue,  Cum 2022†, flag","Dengue virus infections, Severe dengue,  Cum 2021†","Dengue virus infections, Severe dengue, Cum 2021†, flag",Location 1,Location 2,Reporting Area Sort,geocode
UTAH,2022,1,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,202200155,POINT (-111.678222 39.323779)
MOUNTAIN,2022,1,,-,3,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,202200148,
NEW YORK,2022,1,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,202200111,POINT (-75.59655 42.921241)
LOUISIANA,2022,1,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,202200145,POINT (-91.840238 30.921314)
WISCONSIN,2022,1,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,202200119,POINT (-89.732969 44.639954)
MONTANA,2022,1,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,202200152,POINT (-109.645127 47.033521)
OREGON,2022,1,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,202200161,POINT (-120.605279 43.940449)
U.S. VIRGIN ISLANDS,2022,1,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,U.S. VIRGIN ISLANDS,,202200168,
INDIANA,2022,1,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,202200116,POINT (-86.2818 39.919991)
NEW ENGLAND,2022,1,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,202200102,
OKLAHOMA,2022,1,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,202200146,POINT (-97.508297 35.583449)
IOWA,2022,1,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,202200121,POINT (-93.500061 42.074659)
PUERTO RICO,2022,1,,-,19,,,-,5,,,-,6,,,-,1,,,-,5,,,-,1,,PUERTO RICO,,202200167,POINT (-66.414655 18.215692)
COLORADO,2022,1,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,202200150,POINT (-105.547832 38.998552)
EAST NORTH CENTRAL,2022,1,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,202200114,
MISSISSIPPI,2022,1,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,202200141,POINT (-89.65344 32.713378)
GUAM,2022,1,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,202200166,POINT (144.653198 13.3532)
NORTH DAKOTA,2022,1,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,202200126,POINT (-100.46931 47.446305)
MISSOURI,2022,1,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,202200124,POINT (-92.477244 38.3675)
HAWAII,2022,1,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,202200160,POINT (-157.854309 21.361013)
SOUTH CAROLINA,2022,1,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,202200135,POINT (-80.864614 33.878572)
MICHIGAN,2022,1,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,202200117,POINT (-85.730977 44.874798)
DELAWARE,2022,1,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,202200129,POINT (-75.452394 38.994926)
PACIFIC,2022,1,,-,4,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,202200157,
AMERICAN SAMOA,2022,1,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,AMERICAN SAMOA,,202200164,
WASHINGTON,2022,1,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,202200162,POINT (-120.592492 47.411715)
NON-US RESIDENTS,2022,1,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,202200169,
FLORIDA,2022,1,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,202200131,POINT (-82.420978 28.260731)
NEW HAMPSHIRE,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,202200306,POINT (-71.57139 43.680429)
US RESIDENTS,2022,3,,-,8,,2,,9,,,-,1,,1,,,-,,-,1,,,-,,-,,US RESIDENTS,202200301,
NEW MEXICO,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,202200354,POINT (-106.108388 34.421369)
TEXAS,2022,3,,-,3,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,TEXAS,,202200347,POINT (-99.317341 31.447238)
MOUNTAIN,2022,3,,-,3,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,202200348,
NEW YORK,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,202200311,POINT (-75.59655 42.921241)
AMERICAN SAMOA,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,AMERICAN SAMOA,,202200364,
PUERTO RICO,2022,3,,-,18,,,-,38,,,-,6,,,-,6,,,-,4,,,-,6,,PUERTO RICO,,202200367,POINT (-66.414655 18.215692)
KENTUCKY,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,202200340,POINT (-85.290484 37.526683)
SOUTH ATLANTIC,2022,3,,-,3,,2,,,-,,-,1,,1,,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,202200328,
US TERRITORIES,2022,3,,-,18,,,-,38,,,-,6,,,-,6,,,-,4,,,-,6,,,US TERRITORIES,202200363,
MAINE,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,202200304,POINT (-69.06137 45.117911)
UTAH,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,202200355,POINT (-111.678222 39.323779)
WYOMING,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,202200356,POINT (-107.55145 42.999627)
OREGON,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,202200361,POINT (-120.605279 43.940449)
NEW JERSEY,2022,3,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,202200310,POINT (-74.655514 40.110253)
HAWAII,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,202200360,POINT (-157.854309 21.361013)
ARIZONA,2022,3,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,ARIZONA,,202200349,POINT (-111.664616 34.293239)
EAST SOUTH CENTRAL,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,202200338,
CALIFORNIA,2022,3,,-,4,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,202200359,POINT (-119.662127 37.211164)
COLORADO,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,202200350,POINT (-105.547832 38.998552)
NORTH DAKOTA,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,202200326,POINT (-100.46931 47.446305)
PENNSYLVANIA,2022,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,202200313,POINT (-77.838886 40.896694)
NEVADA,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,202200353,POINT (-114.916992 39.283294)
TOTAL,2022,3,,-,20,,2,,47,,,-,6,,1,,6,,,-,4,,,-,6,,,TOTAL,202200370,
NON-US RESIDENTS,2022,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,202200369,
